daynight_N,lat,lon,fire_weather_index,pressure_mean,wind_direction_mean,wind_direction_std,solar_radiation_mean,dewpoint_mean,cloud_cover_mean,evapotranspiration_total,humidity_min,temp_mean,temp_range,wind_speed_max,frp
0.0,-17.64452,35.92626,12.46121238425926,999.7458333333334,58.04166666666666,15.311975614603828,247.375,14.920833333333334,0.0,5.8500000000000005,23.0,26.195833333333336,17.299999999999997,18.6,2.7
0.0,-16.24206,32.81767,17.14186507936508,969.2541666666666,148.16666666666666,97.2945128063357,265.5,7.025000000000001,0.0,6.96,13.0,30.83333333333333,15.8,19.1,24.88
0.0,-12.38198,136.68842,5.363265861742426,1009.8250000000002,112.375,92.9237198369358,248.7083333333333,22.25,69.41666666666667,4.92,43.0,27.320833333333336,10.900000000000002,15.2,10.39
0.0,-10.6947,36.73919,13.724531250000002,921.3833333333332,49.54166666666666,34.385049036205,326.1666666666667,11.3125,13.041666666666666,6.949999999999999,19.0,25.683333333333337,16.000000000000004,13.5,6.37
0.0,-3.33423,23.70556,5.6239257812500005,950.1041666666666,113.29166666666669,65.29132099461782,234.29166666666663,12.766666666666666,7.875,4.970000000000001,23.0,27.0625,15.8,8.4,5.53
0.0,8.19859,14.67364,23.81215277777778,965.2416666666668,165.33333333333334,118.31830890535169,277.0833333333333,-5.4125000000000005,7.333333333333333,6.35,6.0,29.45833333333333,12.700000000000005,9.9,4.91
0.0,-5.87163,16.09137,3.727740514905149,951.0791666666664,231.0,67.88040954502263,255.625,18.754166666666663,56.0,4.91,40.0,26.03333333333333,14.000000000000004,12.2,4.25
0.0,20.88976,-77.59422,4.886818181818182,1008.8583333333332,168.0,101.17764904694448,294.2916666666667,21.09583333333333,56.583333333333336,5.69,43.0,27.566666666666663,9.499999999999996,16.3,2.67
0.0,19.97944,101.53797,2.1930230978260865,927.6333333333332,204.9583333333333,42.725362458640674,213.7083333333333,15.254166666666668,5.458333333333333,3.770000000000001,45.0,21.675,12.2,7.0,11.45
0.0,-15.09444,38.00115,8.856137500000003,932.1041666666666,103.33333333333331,48.19203484210043,210.16666666666663,12.120833333333332,56.5,4.79,24.0,23.275,14.8,13.8,7.14
